"","plot","measure1","meansure2","value","ID"
"35","location_name_1",807.56293842569,49,1.96481298875893,"I"
"36","location_name_1",858.556946506724,85,1.39852431242051,"J"
"37","location_name_1",806.415540864691,68,0.95745961724531,"K"
"38","location_name_1",986.899558221921,72,0.705294608710413,"L"
"39","location_name_1",934.885503957048,39,0.616955303042071,"M"
"40","location_name_1",652.835594024509,65,2.95191304342715,"N"
"41","location_name_1",762.127233901992,50,3.98530761563798,"O"
"42","location_name_1",458.096778020263,16,3.88260176729416,"P"
"43","location_name_1",733.54895436205,30,0.738465648877785,"Q"
"44","location_name_1",69.3279018159956,25,3.74555870782506,"R"
"45","location_name_1",832.455304916948,57,3.85092099285098,"S"
"46","location_name_1",515.392357949167,32,2.3918636254454,"T"
"47","location_name_1",341.59225737676,36,1.80582956767406,"U"
"48","location_name_1",445.038381032646,76,1.46798175130629,"V"
"49","location_name_1",662.32238500379,51,0.84472437689369,"W"
"50","location_name_1",46.7151268385351,54,0.922151573084532,"X"
"51","location_name_1",325.402972754091,91,2.23247154698482,"Y"
"52","location_name_1",273.470816668123,77,1.38604880844797,"Z"
"53","location_name_1",423.16539445892,8,2.01206145617816,"A"
"54","location_name_1",622.726648813114,70,2.24673557594654,"B"
"55","location_name_1",836.403571767733,47,2.80950174756478,"C"
"56","location_name_1",872.101676417515,13,1.63019343022184,"D"
"57","location_name_1",849.462143611163,50,2.80247849671331,"E"
"58","location_name_1",563.672753982246,11,2.98148632241432,"F"
"59","location_name_1",14.2427133396268,63,0.748857753555306,"G"
"60","location_name_1",132.46676302515,59,0.639315575023412,"H"
"61","location_name_1",749.628559686244,92,2.88460827012463,"I"
"62","location_name_1",778.991914587095,61,1.36596151588284,"J"
"63","location_name_1",568.285730201751,66,0.854462356600098,"K"
"64","location_name_1",856.353701557964,91,3.06540110111421,"L"
"65","location_name_1",608.413381036371,37,0.87758462326511,"M"
"66","location_name_1",67.2696616966277,64,2.56670895187087,"N"
"67","location_name_1",157.814206089824,100,2.8068853009507,"O"
"68","location_name_1",673.825737787411,88,2.59008191757469,"P"
"69","location_name_1",13.7727812398225,88,3.93674786507881,"Q"
"70","location_name_1",178.828010102734,74,3.37546643201224,"R"
"71","location_name_1",332.190659362823,47,1.98554596116764,"S"
"72","location_name_1",131.52862386778,44,1.11809541910579,"T"
"73","location_name_1",914.183373330161,19,2.80825014583414,"U"
"74","location_name_1",959.16154095903,69,3.05779958726329,"V"
"75","location_name_1",865.11028977111,10,2.69216721989699,"W"
"76","location_name_1",87.6728056464344,86,2.66672722062781,"X"
"77","location_name_1",440.277699381113,20,2.97271122323577,"Y"
"78","location_name_1",43.8138050958514,97,0.23998454642885,"Z"
"79","location_name_1",452.055159024894,48,0.165141093347394,"A"
"80","location_name_1",301.327685359865,2,3.75590981911974,"B"
"81","location_name_1",311.042716959491,62,2.88942144512338,"C"
"82","location_name_1",528.396092122421,66,1.82855131233472,"D"
"83","location_name_1",661.042309133336,69,1.28661464218523,"E"
"84","location_name_1",389.862757408991,66,2.25906894669353,"F"
"85","location_name_1",857.527034124359,97,1.47813518622119,"G"
"86","location_name_1",119.00061648339,16,2.62735694962497,"H"
"87","location_name_1",958.423286676407,16,-0.185984213863125,"I"
"88","location_name_1",278.88107788749,84,3.09121437950429,"J"
"89","location_name_1",345.02794384025,10,0.666115285064844,"K"
"90","location_name_1",642.152047716081,2,3.08706192979079,"L"
"91","location_name_1",248.113787965849,67,2.34085294727408,"M"
"92","location_name_1",642.145320773125,57,2.1878200226724,"N"
"93","location_name_1",921.603007474914,21,2.33436843401754,"O"
"94","location_name_1",287.748275557533,93,2.07497086750543,"P"
"95","location_name_1",461.87668456696,45,2.5112550910924,"Q"
"96","location_name_1",873.142658965662,53,2.03871991054989,"R"
"97","location_name_1",199.207030935213,74,2.45119415000463,"S"
"98","location_name_1",177.638238761574,61,2.83277184241674,"T"
"99","location_name_1",734.095028601587,62,3.14144851444991,"U"
"100","location_name_1",81.4446585718542,52,1.16198657967651,"V"
"101","location_name_1",785.28978349641,87,2.17728003536918,"W"
"102","location_name_1",6.87901210039854,88,2.45612857540654,"X"
"103","location_name_1",263.793020276353,91,1.67998764509005,"Y"
"104","location_name_1",683.496062876657,60,0.805350689457006,"Z"
"105","location_name_1",936.917481711134,100,2.20002408391193,"A"
"106","location_name_1",469.434167025611,76,2.97494387489373,"B"
"107","location_name_1",524.743704590946,98,2.87614150972816,"C"
"108","location_name_1",781.531574204564,4,2.88048652087073,"D"
"109","location_name_1",627.193673280999,69,0.650211803134664,"E"
"110","location_name_1",737.63032653369,54,2.51601968574288,"F"
"111","location_name_1",239.364598877728,83,0.572119321231811,"G"
"112","location_name_1",628.668207442388,97,0.554033266679199,"H"
"113","location_name_1",809.747853782028,21,1.35789402260234,"I"
"114","location_name_1",193.907883949578,44,2.8029806064337,"J"
"115","location_name_1",725.368005223572,14,3.4096075861266,"K"
"116","location_name_1",148.42598955147,33,1.97955219270943,"L"
"117","location_name_1",944.401095854118,92,1.2503558945066,"M"
"118","location_name_1",725.278218043968,21,1.83827076384866,"N"
"119","location_name_1",682.489104336128,66,1.54318975736574,"O"
"120","location_name_1",861.56568559818,20,2.86033365793754,"P"
"121","location_name_1",703.96618777886,42,2.94728377076263,"Q"
"122","location_name_1",619.89173758775,73,1.5201017933359,"R"
"123","location_name_1",147.037561284378,86,3.15400466292054,"S"
"124","location_name_1",349.814219167456,6,1.55051743450701,"T"
"125","location_name_1",410.707079106942,44,2.16529857595372,"U"
"126","location_name_1",683.952669613063,20,3.27907703023855,"V"
"127","location_name_1",530.108880950138,56,1.13402135741861,"W"
"128","location_name_1",692.055587889627,44,1.64344501742164,"X"
"129","location_name_1",585.019643418491,29,1.72187326998595,"Y"
"130","location_name_1",362.975861644372,88,1.91582301726242,"Z"
"131","location_name_1",500.380362616852,61,2.08304613121006,"A"
"132","location_name_1",482.412983197719,34,1.06741682931752,"B"
"133","location_name_1",55.3371161222458,76,2.14345721646298,"C"
"134","location_name_1",16.7254533153027,54,3.18182138688403,"D"
"135","location_name_1",807.56293842569,49,1.96481298875893,"E"
"136","location_name_1",858.556946506724,85,1.39852431242051,"F"
"137","location_name_1",806.415540864691,68,0.95745961724531,"G"
"138","location_name_1",986.899558221921,72,0.705294608710413,"H"
"139","location_name_1",934.885503957048,39,0.616955303042071,"I"
"140","location_name_1",652.835594024509,65,2.95191304342715,"J"
"141","location_name_1",762.127233901992,50,3.98530761563798,"K"
"142","location_name_1",458.096778020263,16,3.88260176729416,"L"
"143","location_name_1",733.54895436205,30,0.738465648877785,"M"
"144","location_name_1",69.3279018159956,25,3.74555870782506,"N"
"145","location_name_1",832.455304916948,57,3.85092099285098,"O"
"146","location_name_1",515.392357949167,32,2.3918636254454,"P"
"147","location_name_1",341.59225737676,36,1.80582956767406,"Q"
"148","location_name_1",445.038381032646,76,1.46798175130629,"R"
"149","location_name_1",662.32238500379,51,0.84472437689369,"S"
"150","location_name_1",46.7151268385351,54,0.922151573084532,"T"
"151","location_name_1",325.402972754091,91,2.23247154698482,"U"
"152","location_name_1",273.470816668123,77,1.38604880844797,"V"
"153","location_name_1",423.16539445892,8,2.01206145617816,"W"
"154","location_name_1",622.726648813114,70,2.24673557594654,"X"
"155","location_name_1",836.403571767733,47,2.80950174756478,"Y"
"156","location_name_1",872.101676417515,13,1.63019343022184,"Z"
"157","location_name_1",849.462143611163,50,2.80247849671331,"A"
"158","location_name_1",563.672753982246,11,2.98148632241432,"B"
"159","location_name_1",14.2427133396268,63,0.748857753555306,"C"
"160","location_name_1",132.46676302515,59,0.639315575023412,"D"
"161","location_name_1",749.628559686244,92,2.88460827012463,"E"
"162","location_name_1",778.991914587095,61,1.36596151588284,"F"
"163","location_name_1",568.285730201751,66,0.854462356600098,"G"
"164","location_name_1",856.353701557964,91,3.06540110111421,"H"
"165","location_name_1",608.413381036371,37,0.87758462326511,"I"
"166","location_name_1",67.2696616966277,64,2.56670895187087,"J"
"167","location_name_1",157.814206089824,100,2.8068853009507,"K"
"168","location_name_1",673.825737787411,88,2.59008191757469,"L"
"169","location_name_1",13.7727812398225,88,3.93674786507881,"M"
"170","location_name_1",178.828010102734,74,3.37546643201224,"N"
"171","location_name_1",332.190659362823,47,1.98554596116764,"O"
"172","location_name_1",131.52862386778,44,1.11809541910579,"P"
"173","location_name_1",914.183373330161,19,2.80825014583414,"Q"
"174","location_name_1",959.16154095903,69,3.05779958726329,"R"
"175","location_name_1",865.11028977111,10,2.69216721989699,"S"
"176","location_name_1",87.6728056464344,86,2.66672722062781,"T"
"177","location_name_1",440.277699381113,20,2.97271122323577,"U"
"178","location_name_1",43.8138050958514,97,0.23998454642885,"V"
"179","location_name_1",452.055159024894,48,0.165141093347394,"W"
"180","location_name_1",301.327685359865,2,3.75590981911974,"X"
"181","location_name_1",311.042716959491,62,2.88942144512338,"Y"
"182","location_name_1",528.396092122421,66,1.82855131233472,"Z"
"183","location_name_1",661.042309133336,69,1.28661464218523,"A"
"184","location_name_1",389.862757408991,66,2.25906894669353,"B"
"185","location_name_1",857.527034124359,97,1.47813518622119,"C"
"186","location_name_1",119.00061648339,16,2.62735694962497,"D"
"187","location_name_1",958.423286676407,16,-0.185984213863125,"E"
"188","location_name_1",278.88107788749,84,3.09121437950429,"F"
"189","location_name_1",345.02794384025,10,0.666115285064844,"G"
"190","location_name_1",642.152047716081,2,3.08706192979079,"H"
"191","location_name_1",248.113787965849,67,2.34085294727408,"I"
"192","location_name_1",642.145320773125,57,2.1878200226724,"J"
"193","location_name_1",921.603007474914,21,2.33436843401754,"K"
"194","location_name_1",287.748275557533,93,2.07497086750543,"L"
"195","location_name_1",461.87668456696,45,2.5112550910924,"M"
"196","location_name_1",873.142658965662,53,2.03871991054989,"N"
"197","location_name_1",199.207030935213,74,2.45119415000463,"O"
"198","location_name_1",177.638238761574,61,2.83277184241674,"P"
"199","location_name_1",734.095028601587,62,3.14144851444991,"Q"
"200","location_name_1",81.4446585718542,52,1.16198657967651,"R"
"201","location_name_1",785.28978349641,87,2.17728003536918,"S"
"202","location_name_1",6.87901210039854,88,2.45612857540654,"T"
"203","location_name_1",263.793020276353,91,1.67998764509005,"U"
"204","location_name_1",683.496062876657,60,0.805350689457006,"V"
"205","location_name_1",936.917481711134,100,2.20002408391193,"W"
"206","location_name_1",469.434167025611,76,2.97494387489373,"X"
"207","location_name_1",524.743704590946,98,2.87614150972816,"Y"
"208","location_name_1",781.531574204564,4,2.88048652087073,"Z"
"209","location_name_1",627.193673280999,69,0.650211803134664,"A"
"210","location_name_1",737.63032653369,54,2.51601968574288,"B"
"211","location_name_1",239.364598877728,83,0.572119321231811,"C"
"212","location_name_1",628.668207442388,97,0.554033266679199,"D"
"213","location_name_1",809.747853782028,21,1.35789402260234,"E"
"214","location_name_1",193.907883949578,44,2.8029806064337,"F"
"215","location_name_1",725.368005223572,14,3.4096075861266,"G"
"216","location_name_1",148.42598955147,33,1.97955219270943,"H"
"217","location_name_1",944.401095854118,92,1.2503558945066,"I"
"218","location_name_1",725.278218043968,21,1.83827076384866,"J"
"219","location_name_1",682.489104336128,66,1.54318975736574,"K"
"220","location_name_1",861.56568559818,20,2.86033365793754,"L"
"221","location_name_1",703.96618777886,42,2.94728377076263,"M"
"222","location_name_1",619.89173758775,73,1.5201017933359,"N"
"223","location_name_1",147.037561284378,86,3.15400466292054,"O"
"224","location_name_1",349.814219167456,6,1.55051743450701,"P"
"225","location_name_1",410.707079106942,44,2.16529857595372,"Q"
"226","location_name_1",683.952669613063,20,3.27907703023855,"R"
"227","location_name_1",530.108880950138,56,1.13402135741861,"S"
"228","location_name_1",692.055587889627,44,1.64344501742164,"T"
"229","location_name_1",585.019643418491,29,1.72187326998595,"U"
"230","location_name_1",362.975861644372,88,1.91582301726242,"V"
"231","location_name_1",500.380362616852,61,2.08304613121006,"W"
"232","location_name_1",482.412983197719,34,1.06741682931752,"X"
"233","location_name_1",55.3371161222458,76,2.14345721646298,"Y"
"234","location_name_1",16.7254533153027,54,3.18182138688403,"Z"
"235","location_name_1",807.56293842569,49,1.96481298875893,"A"
"236","location_name_1",858.556946506724,85,1.39852431242051,"B"
"237","location_name_1",806.415540864691,68,0.95745961724531,"C"
"238","location_name_1",986.899558221921,72,0.705294608710413,"D"
"239","location_name_1",934.885503957048,39,0.616955303042071,"E"
"240","location_name_1",652.835594024509,65,2.95191304342715,"F"
"241","location_name_1",762.127233901992,50,3.98530761563798,"G"
"242","location_name_1",458.096778020263,16,3.88260176729416,"H"
"243","location_name_1",733.54895436205,30,0.738465648877785,"I"
"244","location_name_1",69.3279018159956,25,3.74555870782506,"J"
"245","location_name_1",832.455304916948,57,3.85092099285098,"K"
"246","location_name_1",515.392357949167,32,2.3918636254454,"L"
"247","location_name_1",341.59225737676,36,1.80582956767406,"M"
"248","location_name_1",445.038381032646,76,1.46798175130629,"N"
"249","location_name_1",662.32238500379,51,0.84472437689369,"O"
"250","location_name_1",46.7151268385351,54,0.922151573084532,"P"
"251","location_name_1",325.402972754091,91,2.23247154698482,"Q"
"252","location_name_1",273.470816668123,77,1.38604880844797,"R"
"253","location_name_1",423.16539445892,8,2.01206145617816,"S"
"254","location_name_1",622.726648813114,70,2.24673557594654,"T"
"255","location_name_1",836.403571767733,47,2.80950174756478,"U"
"256","location_name_1",872.101676417515,13,1.63019343022184,"V"
"257","location_name_1",849.462143611163,50,2.80247849671331,"W"
"258","location_name_1",563.672753982246,11,2.98148632241432,"X"
"259","location_name_1",14.2427133396268,63,0.748857753555306,"Y"
"260","location_name_1",132.46676302515,59,0.639315575023412,"Z"
"261","location_name_1",749.628559686244,92,2.88460827012463,"A"
"262","location_name_1",778.991914587095,61,1.36596151588284,"B"
"263","location_name_1",568.285730201751,66,0.854462356600098,"C"
"264","location_name_1",856.353701557964,91,3.06540110111421,"D"
"265","location_name_1",608.413381036371,37,0.87758462326511,"E"
"266","location_name_1",67.2696616966277,64,2.56670895187087,"F"
"267","location_name_1",157.814206089824,100,2.8068853009507,"G"
"268","location_name_1",673.825737787411,88,2.59008191757469,"H"
"269","location_name_1",13.7727812398225,88,3.93674786507881,"I"
"270","location_name_1",178.828010102734,74,3.37546643201224,"J"
"271","location_name_1",332.190659362823,47,1.98554596116764,"K"
"272","location_name_1",131.52862386778,44,1.11809541910579,"L"
"273","location_name_1",914.183373330161,19,2.80825014583414,"M"
"274","location_name_1",959.16154095903,69,3.05779958726329,"N"
"275","location_name_1",865.11028977111,10,2.69216721989699,"O"
"276","location_name_1",87.6728056464344,86,2.66672722062781,"P"
"277","location_name_1",440.277699381113,20,2.97271122323577,"Q"
"278","location_name_1",43.8138050958514,97,0.23998454642885,"R"
"279","location_name_1",452.055159024894,48,0.165141093347394,"S"
"280","location_name_1",301.327685359865,2,3.75590981911974,"T"
"281","location_name_1",311.042716959491,62,2.88942144512338,"U"
"282","location_name_1",528.396092122421,66,1.82855131233472,"V"
"283","location_name_1",661.042309133336,69,1.28661464218523,"W"
"284","location_name_1",389.862757408991,66,2.25906894669353,"X"
"285","location_name_1",857.527034124359,97,1.47813518622119,"Y"
"286","location_name_1",119.00061648339,16,2.62735694962497,"Z"
"287","location_name_1",958.423286676407,16,-0.185984213863125,"A"
"288","location_name_1",278.88107788749,84,3.09121437950429,"B"
"289","location_name_1",345.02794384025,10,0.666115285064844,"C"
"290","location_name_1",642.152047716081,2,3.08706192979079,"D"
"291","location_name_1",248.113787965849,67,2.34085294727408,"E"
"292","location_name_1",642.145320773125,57,2.1878200226724,"F"
"293","location_name_1",921.603007474914,21,2.33436843401754,"G"
"294","location_name_1",287.748275557533,93,2.07497086750543,"H"
"295","location_name_1",461.87668456696,45,2.5112550910924,"I"
"296","location_name_1",873.142658965662,53,2.03871991054989,"J"
"297","location_name_1",199.207030935213,74,2.45119415000463,"K"
"298","location_name_1",177.638238761574,61,2.83277184241674,"L"
"299","location_name_1",734.095028601587,62,3.14144851444991,"M"
"300","location_name_1",81.4446585718542,52,1.16198657967651,"N"
"301","location_name_1",785.28978349641,87,2.17728003536918,"O"
"302","location_name_1",6.87901210039854,88,2.45612857540654,"P"
"303","location_name_1",263.793020276353,91,1.67998764509005,"Q"
"304","location_name_1",683.496062876657,60,0.805350689457006,"R"
"305","location_name_1",936.917481711134,100,2.20002408391193,"S"
"306","location_name_1",469.434167025611,76,2.97494387489373,"T"
"307","location_name_1",524.743704590946,98,2.87614150972816,"U"
"308","location_name_1",781.531574204564,4,2.88048652087073,"V"
"309","location_name_1",627.193673280999,69,0.650211803134664,"W"
"310","location_name_1",737.63032653369,54,2.51601968574288,"X"
"311","location_name_1",239.364598877728,83,0.572119321231811,"Y"
"312","location_name_1",628.668207442388,97,0.554033266679199,"Z"
"313","location_name_1",809.747853782028,21,1.35789402260234,"A"
"314","location_name_1",193.907883949578,44,2.8029806064337,"B"
"315","location_name_1",725.368005223572,14,3.4096075861266,"C"
"316","location_name_1",148.42598955147,33,1.97955219270943,"D"
"317","location_name_1",944.401095854118,92,1.2503558945066,"E"
"318","location_name_1",725.278218043968,21,1.83827076384866,"F"
"319","location_name_1",682.489104336128,66,1.54318975736574,"G"
"320","location_name_1",861.56568559818,20,2.86033365793754,"H"
"321","location_name_1",703.96618777886,42,2.94728377076263,"I"
"322","location_name_1",619.89173758775,73,1.5201017933359,"J"
"323","location_name_1",147.037561284378,86,3.15400466292054,"K"
"324","location_name_1",349.814219167456,6,1.55051743450701,"L"
"325","location_name_1",410.707079106942,44,2.16529857595372,"M"
"326","location_name_1",683.952669613063,20,3.27907703023855,"N"
"327","location_name_1",530.108880950138,56,1.13402135741861,"O"
"328","location_name_1",692.055587889627,44,1.64344501742164,"P"
"329","location_name_1",585.019643418491,29,1.72187326998595,"Q"
"330","location_name_1",362.975861644372,88,1.91582301726242,"R"
"331","location_name_1",500.380362616852,61,2.08304613121006,"S"
"332","location_name_1",482.412983197719,34,1.06741682931752,"T"
"333","location_name_1",55.3371161222458,76,2.14345721646298,"U"
"334","location_name_1",16.7254533153027,54,3.18182138688403,"V"
"335","location_name_1",807.56293842569,49,1.96481298875893,"W"
"336","location_name_1",858.556946506724,85,1.39852431242051,"X"
"337","location_name_1",806.415540864691,68,0.95745961724531,"Y"
"338","location_name_1",986.899558221921,72,0.705294608710413,"Z"
"339","location_name_1",934.885503957048,39,0.616955303042071,"A"
"340","location_name_1",652.835594024509,65,2.95191304342715,"B"
"341","location_name_1",762.127233901992,50,3.98530761563798,"C"
"342","location_name_1",458.096778020263,16,3.88260176729416,"D"
"343","location_name_1",733.54895436205,30,0.738465648877785,"E"
"344","location_name_1",69.3279018159956,25,3.74555870782506,"F"
"345","location_name_1",832.455304916948,57,3.85092099285098,"G"
"346","location_name_1",515.392357949167,32,2.3918636254454,"H"
"347","location_name_1",341.59225737676,36,1.80582956767406,"I"
"348","location_name_1",445.038381032646,76,1.46798175130629,"J"
"349","location_name_1",662.32238500379,51,0.84472437689369,"K"
"350","location_name_1",46.7151268385351,54,0.922151573084532,"L"
"351","location_name_1",325.402972754091,91,2.23247154698482,"M"
"352","location_name_1",273.470816668123,77,1.38604880844797,"N"
"353","location_name_1",423.16539445892,8,2.01206145617816,"O"
"354","location_name_1",622.726648813114,70,2.24673557594654,"P"
"355","location_name_1",836.403571767733,47,2.80950174756478,"Q"
"356","location_name_1",872.101676417515,13,1.63019343022184,"R"
"357","location_name_1",849.462143611163,50,2.80247849671331,"S"
"358","location_name_1",563.672753982246,11,2.98148632241432,"T"
"359","location_name_1",14.2427133396268,63,0.748857753555306,"U"
"360","location_name_1",132.46676302515,59,0.639315575023412,"V"
"361","location_name_1",749.628559686244,92,2.88460827012463,"W"
"362","location_name_1",778.991914587095,61,1.36596151588284,"X"
"363","location_name_1",568.285730201751,66,0.854462356600098,"Y"
"364","location_name_1",856.353701557964,91,3.06540110111421,"Z"
"365","location_name_1",608.413381036371,37,0.87758462326511,"A"
"366","location_name_1",67.2696616966277,64,2.56670895187087,"B"
"367","location_name_1",157.814206089824,100,2.8068853009507,"C"
"368","location_name_1",673.825737787411,88,2.59008191757469,"D"
"369","location_name_1",13.7727812398225,88,3.93674786507881,"E"
"370","location_name_1",178.828010102734,74,3.37546643201224,"F"
"371","location_name_1",332.190659362823,47,1.98554596116764,"G"
"372","location_name_1",131.52862386778,44,1.11809541910579,"H"
"373","location_name_1",914.183373330161,19,2.80825014583414,"I"
"374","location_name_1",959.16154095903,69,3.05779958726329,"J"
"375","location_name_1",865.11028977111,10,2.69216721989699,"K"
"376","location_name_1",87.6728056464344,86,2.66672722062781,"L"
"377","location_name_1",440.277699381113,20,2.97271122323577,"M"
"378","location_name_1",43.8138050958514,97,0.23998454642885,"N"
"379","location_name_1",452.055159024894,48,0.165141093347394,"O"
"380","location_name_1",301.327685359865,2,3.75590981911974,"P"
"381","location_name_1",311.042716959491,62,2.88942144512338,"Q"
"382","location_name_1",528.396092122421,66,1.82855131233472,"R"
"383","location_name_1",661.042309133336,69,1.28661464218523,"S"
"384","location_name_1",389.862757408991,66,2.25906894669353,"T"
"385","location_name_1",857.527034124359,97,1.47813518622119,"U"
"386","location_name_1",119.00061648339,16,2.62735694962497,"V"
"387","location_name_1",958.423286676407,16,-0.185984213863125,"W"
"388","location_name_1",278.88107788749,84,3.09121437950429,"X"
"389","location_name_1",345.02794384025,10,0.666115285064844,"Y"
"390","location_name_1",642.152047716081,2,3.08706192979079,"Z"
"391","location_name_1",248.113787965849,67,2.34085294727408,"A"
"392","location_name_1",642.145320773125,57,2.1878200226724,"B"
"393","location_name_1",921.603007474914,21,2.33436843401754,"C"
"394","location_name_1",287.748275557533,93,2.07497086750543,"D"
"395","location_name_1",461.87668456696,45,2.5112550910924,"E"
"396","location_name_1",873.142658965662,53,2.03871991054989,"F"
"397","location_name_1",199.207030935213,74,2.45119415000463,"G"
"398","location_name_1",177.638238761574,61,2.83277184241674,"H"
"399","location_name_1",734.095028601587,62,3.14144851444991,"I"
"400","location_name_1",81.4446585718542,52,1.16198657967651,"J"
"401","location_name_1",785.28978349641,87,2.17728003536918,"K"
"402","location_name_1",6.87901210039854,88,2.45612857540654,"L"
"403","location_name_1",263.793020276353,91,1.67998764509005,"M"
"404","location_name_1",683.496062876657,60,0.805350689457006,"N"
"405","location_name_1",936.917481711134,100,2.20002408391193,"O"
"406","location_name_1",469.434167025611,76,2.97494387489373,"P"
"407","location_name_1",524.743704590946,98,2.87614150972816,"Q"
"408","location_name_1",781.531574204564,4,2.88048652087073,"R"
"409","location_name_1",627.193673280999,69,0.650211803134664,"S"
"410","location_name_1",737.63032653369,54,2.51601968574288,"T"
"411","location_name_1",239.364598877728,83,0.572119321231811,"U"
"412","location_name_1",628.668207442388,97,0.554033266679199,"V"
"413","location_name_1",809.747853782028,21,1.35789402260234,"W"
"414","location_name_1",193.907883949578,44,2.8029806064337,"X"
"415","location_name_1",725.368005223572,14,3.4096075861266,"Y"
"416","location_name_1",148.42598955147,33,1.97955219270943,"Z"
"417","location_name_1",944.401095854118,92,1.2503558945066,"A"
"418","location_name_1",725.278218043968,21,1.83827076384866,"B"
"419","location_name_1",682.489104336128,66,1.54318975736574,"C"
"420","location_name_1",861.56568559818,20,2.86033365793754,"D"
"421","location_name_1",703.96618777886,42,2.94728377076263,"E"
"422","location_name_1",619.89173758775,73,1.5201017933359,"F"
"423","location_name_1",147.037561284378,86,3.15400466292054,"G"
"424","location_name_1",349.814219167456,6,1.55051743450701,"H"
"425","location_name_1",410.707079106942,44,2.16529857595372,"I"
"426","location_name_1",683.952669613063,20,3.27907703023855,"J"
"427","location_name_1",530.108880950138,56,1.13402135741861,"K"
"428","location_name_1",692.055587889627,44,1.64344501742164,"L"
"429","location_name_1",585.019643418491,29,1.72187326998595,"M"
"430","location_name_1",362.975861644372,88,1.91582301726242,"N"
"431","location_name_1",500.380362616852,61,2.08304613121006,"O"
"432","location_name_1",482.412983197719,34,1.06741682931752,"P"
"433","location_name_1",55.3371161222458,76,2.14345721646298,"Q"
"434","location_name_1",16.7254533153027,54,3.18182138688403,"R"
"435","location_name_1",807.56293842569,49,1.96481298875893,"S"
"436","location_name_1",858.556946506724,85,1.39852431242051,"T"
"437","location_name_1",806.415540864691,68,0.95745961724531,"U"
"438","location_name_1",986.899558221921,72,0.705294608710413,"V"
"439","location_name_1",934.885503957048,39,0.616955303042071,"W"
"440","location_name_1",652.835594024509,65,2.95191304342715,"X"
"441","location_name_1",762.127233901992,50,3.98530761563798,"Y"
"442","location_name_1",458.096778020263,16,3.88260176729416,"Z"
"443","location_name_1",733.54895436205,30,0.738465648877785,"A"
"444","location_name_1",69.3279018159956,25,3.74555870782506,"B"
"445","location_name_1",832.455304916948,57,3.85092099285098,"C"
"446","location_name_1",515.392357949167,32,2.3918636254454,"D"
"447","location_name_1",341.59225737676,36,1.80582956767406,"E"
"448","location_name_1",445.038381032646,76,1.46798175130629,"F"
"449","location_name_1",662.32238500379,51,0.84472437689369,"G"
"450","location_name_1",46.7151268385351,54,0.922151573084532,"H"
"451","location_name_1",325.402972754091,91,2.23247154698482,"I"
"452","location_name_1",273.470816668123,77,1.38604880844797,"J"
"453","location_name_1",423.16539445892,8,2.01206145617816,"K"
"454","location_name_1",622.726648813114,70,2.24673557594654,"L"
"455","location_name_1",836.403571767733,47,2.80950174756478,"M"
"456","location_name_1",872.101676417515,13,1.63019343022184,"N"
"457","location_name_1",849.462143611163,50,2.80247849671331,"O"
"458","location_name_1",563.672753982246,11,2.98148632241432,"P"
"459","location_name_1",14.2427133396268,63,0.748857753555306,"Q"
"460","location_name_1",132.46676302515,59,0.639315575023412,"R"
"461","location_name_1",749.628559686244,92,2.88460827012463,"S"
